record_id,record_date,year,month,developer_id,developer_name,developer_tier,project_name,emirate,locality,property_type,property_category,bedrooms,units_launched,launch_price_ppsf_aed,units_sold_pct,absorption_rate_units_pm,discount_offered_pct,payment_plan_offered,completion_status,possession_timeline_months,marketing_spend_estimate_aed,digital_ad_impressions,social_media_mentions,cityscape_presence,price_change_pct_mom,competitor_strength_score
COMP000100,2019-04-01,2019,4,DEV0005,Meraas,Tier 1,Meraas Al Qasimia Tower,Sharjah,Al Qasimia,Apartment,Premium,1BR,149,1843.15,38.1,18.9,2.54,Cash,Off-Plan,27,515945,172051,164,False,2.65,43.1
COMP000101,2019-04-01,2019,4,DEV0008,Danube Properties,Tier 2,Danube Properties Sports City Tower,Dubai,Sports City,Apartment,Mid-Market,Studio,106,997.45,38.1,6.7,2.54,Cash,Off-Plan,11,302907,5959,1055,False,2.29,67.4
COMP000102,2019-04-01,2019,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Khalifa City Tower,Abu Dhabi,Khalifa City,Apartment,Luxury,3BR,151,4532.59,84.6,21.3,5.72,Cash,Off-Plan,4,452623,338942,441,False,2.56,57.7
COMP000103,2019-04-01,2019,4,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Discovery Gardens Tower,Dubai,Discovery Gardens,Villa,Ultra-Luxury,2BR,73,7256.38,85.1,31.1,3.8,Cash,Ready,35,635102,10043,1016,False,0.11,51.1
COMP000104,2019-04-01,2019,4,DEV0009,Binghatti,Tier 2,Binghatti Sports City Tower,Dubai,Sports City,Villa,Luxury,5BR+,175,5791.96,79.6,69.6,5.67,Cash,Off-Plan,34,492967,846494,628,False,0.2,57.2
COMP000105,2019-04-01,2019,4,DEV0019,Dubai Properties,Tier 1,Dubai Properties Meydan Heights,Dubai,Meydan,Apartment,Premium,4BR,24,2575.16,63.2,5.1,0.65,Cash,Off-Plan,14,651627,89255,863,False,-1.0,58.8
COMP000106,2019-04-01,2019,4,DEV0014,Select Group,Tier 2,Select Group Al Yarmook Gardens,Sharjah,Al Yarmook,Apartment,Affordable,2BR,143,382.68,51.8,37.0,2.58,Mortgage,Off-Plan,8,446389,138955,1248,False,-0.26,71.9
COMP000107,2019-04-01,2019,4,DEV0019,Dubai Properties,Tier 1,Dubai Properties Muwaileh Tower,Sharjah,Muwaileh,Plot,Mid-Market,3BR,101,1437.32,48.7,49.2,4.84,Construction-Linked,Ready,9,928251,1243554,2458,False,1.02,76.4
COMP000108,2019-04-01,2019,4,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Dubai Hills Estate Residences,Dubai,Dubai Hills Estate,Townhouse,Affordable,5BR+,184,805.8,17.7,16.3,3.82,Cash,Ready,7,632963,572974,1804,False,1.96,94.1
COMP000109,2019-04-01,2019,4,DEV0012,Tiger Properties,Tier 2,Tiger Properties Khalifa City Park,Abu Dhabi,Khalifa City,Villa,Ultra-Luxury,2BR,407,17958.5,63.2,128.6,4.39,Cash,Off-Plan,15,3953013,518682,1904,False,-0.39,40.4
COMP000110,2019-04-01,2019,4,DEV0008,Danube Properties,Tier 2,Danube Properties Al Qasimia Heights,Sharjah,Al Qasimia,Apartment,Affordable,Studio,177,603.83,80.5,142.5,6.62,Cash,Off-Plan,3,324684,430655,1232,False,1.25,90.3
COMP000111,2019-04-01,2019,4,DEV0005,Meraas,Tier 1,Meraas Palm Jumeirah Park,Dubai,Palm Jumeirah,Apartment,Premium,2BR,32,2480.72,43.8,7.0,5.41,Post-Handover Payment Plan (PHPP),Off-Plan,26,363128,130686,1842,False,-0.06,50.1
COMP000112,2019-04-01,2019,4,DEV0017,Object 1,Tier 3,Object 1 Dubai South Tower,Dubai,Dubai South,Apartment,Mid-Market,2BR,80,860.0,24.4,9.8,2.79,Cash,Ready,8,251887,252450,623,False,-0.12,64.8
COMP000113,2019-04-01,2019,4,DEV0016,Samana Developers,Tier 3,Samana Developers Motor City Gardens,Dubai,Motor City,Plot,Mid-Market,2BR,265,1375.69,35.7,6.8,4.25,Deferred Payment,Off-Plan,0,810758,36182,1608,False,-0.65,54.5
COMP000114,2019-04-01,2019,4,DEV0003,Aldar Properties,Tier 1,Aldar Properties Yas Acres Park,Abu Dhabi,Yas Acres,Studio,Mid-Market,2BR,210,1412.52,16.5,11.5,0.39,Mortgage,Off-Plan,7,135086,243816,142,False,0.39,63.7
COMP000115,2019-04-01,2019,4,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Palm Jumeirah Residences,Dubai,Palm Jumeirah,Apartment,Premium,3BR,148,2888.24,45.2,22.3,6.19,Cash,Off-Plan,11,290124,1233918,181,False,-3.24,89.6
COMP000116,2019-04-01,2019,4,DEV0004,Nakheel,Tier 1,Nakheel Discovery Gardens Tower,Dubai,Discovery Gardens,Apartment,Affordable,4BR,168,587.08,47.5,39.9,3.25,Cash,Ready,6,542984,306542,1121,False,-0.41,74.4
COMP000117,2019-04-01,2019,4,DEV0005,Meraas,Tier 1,Meraas Al Marjan Island Heights,Ras Al Khaimah,Al Marjan Island,Commercial,Mid-Market,5BR+,56,1131.02,10.8,1.5,4.18,Cash,Off-Plan,11,2859383,510818,2702,False,0.48,71.2
COMP000118,2019-04-01,2019,4,DEV0006,Sobha Realty,Tier 1,Sobha Realty MBR City Tower,Dubai,MBR City,Villa,Affordable,3BR,61,708.23,55.6,6.8,1.03,Construction-Linked,Off-Plan,19,653046,170605,1361,False,-0.84,59.2
COMP000119,2019-04-01,2019,4,DEV0014,Select Group,Tier 2,Select Group Discovery Gardens Tower,Dubai,Discovery Gardens,Apartment,Mid-Market,2BR,59,1254.63,100.0,29.5,2.5,Construction-Linked,Off-Plan,30,125224,995235,92,False,0.92,50.2
COMP000120,2019-04-01,2019,4,DEV0020,Meydan Group,Tier 1,Meydan Group Dubai Hills Estate Heights,Dubai,Dubai Hills Estate,Apartment,Ultra-Luxury,Studio,87,12584.56,59.3,17.2,4.21,Post-Handover Payment Plan (PHPP),Ready,31,252845,252714,1767,False,-0.43,45.6
COMP000121,2019-04-01,2019,4,DEV0003,Aldar Properties,Tier 1,Aldar Properties Yas Island Tower,Abu Dhabi,Yas Island,Commercial,Affordable,4BR,132,556.85,36.5,16.1,3.2,Cash,Off-Plan,26,315529,28374,1899,False,0.4,92.8
COMP000122,2019-04-01,2019,4,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Corniche Park,Abu Dhabi,Corniche,Villa,Mid-Market,3BR,42,1413.65,51.5,7.2,0.86,Cash,Off-Plan,25,761623,336849,353,False,1.06,56.9
COMP000123,2019-04-01,2019,4,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments JVC Tower,Dubai,JVC,Townhouse,Affordable,2BR,65,810.9,72.0,6.7,1.99,Cash,Off-Plan,0,311184,35968,895,False,-2.15,60.2
COMP000124,2019-04-01,2019,4,DEV0020,Meydan Group,Tier 1,Meydan Group Dubai Creek Harbour Residences,Dubai,Dubai Creek Harbour,Studio,Affordable,2BR,106,617.38,100.0,106.0,0.41,Mortgage,Off-Plan,21,375402,416634,203,False,-1.26,44.4
COMP000125,2019-05-01,2019,5,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Reem Island Park,Abu Dhabi,Al Reem Island,Apartment,Ultra-Luxury,2BR,62,17470.23,38.4,11.9,3.11,Mortgage,Off-Plan,35,666458,305746,80,False,0.23,45.2
COMP000126,2019-05-01,2019,5,DEV0017,Object 1,Tier 3,Object 1 Business Bay Residences,Dubai,Business Bay,Apartment,Luxury,Studio,202,6437.69,61.4,24.8,3.99,Cash,Ready,6,343770,49716,1477,False,1.18,94.4
COMP000127,2019-05-01,2019,5,DEV0009,Binghatti,Tier 2,Binghatti Dubai Marina Tower,Dubai,Dubai Marina,Apartment,Mid-Market,1BR,96,1041.1,74.6,71.6,3.22,Post-Handover Payment Plan (PHPP),Off-Plan,10,286961,288220,404,False,3.22,73.2
COMP000128,2019-05-01,2019,5,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Dubai Marina Park,Dubai,Dubai Marina,Apartment,Mid-Market,3BR,315,1079.1,69.2,72.7,1.37,Cash,Ready,20,1182003,317118,147,False,2.54,68.9
COMP000129,2019-05-01,2019,5,DEV0001,Emaar Properties,Tier 1,Emaar Properties Dubai Creek Harbour Heights,Dubai,Dubai Creek Harbour,Apartment,Affordable,4BR,51,389.54,32.6,8.3,5.7,Post-Handover Payment Plan (PHPP),Off-Plan,25,287175,250339,851,False,-2.02,53.9
COMP000130,2019-05-01,2019,5,DEV0004,Nakheel,Tier 1,Nakheel JVC Tower,Dubai,JVC,Apartment,Premium,2BR,85,2320.26,20.6,17.5,3.83,Cash,Ready,16,117305,663828,95,False,0.3,47.8
COMP000131,2019-05-01,2019,5,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Hamra Village Park,Ras Al Khaimah,Al Hamra Village,Apartment,Luxury,2BR,231,6401.1,63.7,73.6,6.23,Post-Handover Payment Plan (PHPP),Off-Plan,13,295217,3228,1,False,-1.8,62.6
COMP000132,2019-05-01,2019,5,DEV0009,Binghatti,Tier 2,Binghatti Corniche Tower,Abu Dhabi,Corniche,Apartment,Mid-Market,Studio,231,1137.94,45.9,106.0,4.85,Mortgage,Off-Plan,26,330610,375524,832,False,-0.01,74.1
COMP000133,2019-05-01,2019,5,DEV0011,RAK Properties,Tier 2,RAK Properties Al Rashidiya Park,Ajman,Al Rashidiya,Townhouse,Affordable,4BR,76,653.41,47.2,9.0,0.53,Cash,Off-Plan,15,345828,20620,108,False,-1.37,59.8
COMP000134,2019-05-01,2019,5,DEV0004,Nakheel,Tier 1,Nakheel Muwaileh Gardens,Sharjah,Muwaileh,Apartment,Affordable,1BR,37,704.44,46.3,3.4,2.07,Cash,Off-Plan,25,1033723,28860,188,False,2.05,80.1
COMP000135,2019-05-01,2019,5,DEV0010,Ellington Properties,Tier 2,Ellington Properties Sports City Residences,Dubai,Sports City,Villa,Mid-Market,Studio,69,1211.0,49.7,6.9,3.03,Cash,Off-Plan,16,582447,962395,1803,False,2.19,89.5
COMP000136,2019-05-01,2019,5,DEV0014,Select Group,Tier 2,Select Group Al Reem Island Gardens,Abu Dhabi,Al Reem Island,Villa,Mid-Market,1BR,276,1357.47,70.4,97.2,2.97,Cash,Ready,14,499504,242497,613,False,0.25,56.9
COMP000137,2019-05-01,2019,5,DEV0006,Sobha Realty,Tier 1,Sobha Realty Masdar City Heights,Abu Dhabi,Masdar City,Villa,Ultra-Luxury,1BR,33,13402.6,67.4,11.1,0.6,Cash,Off-Plan,5,700999,219155,1470,False,0.19,88.8
COMP000138,2019-05-01,2019,5,DEV0015,Reportage Properties,Tier 3,Reportage Properties Al Ghadeer Park,Abu Dhabi,Al Ghadeer,Townhouse,Mid-Market,2BR,31,897.36,51.6,1.1,3.76,Cash,Ready,3,702213,1775025,1474,False,2.7,93.6
COMP000139,2019-05-01,2019,5,DEV0001,Emaar Properties,Tier 1,Emaar Properties Al Nahda Gardens,Sharjah,Al Nahda,Apartment,Mid-Market,5BR+,118,1234.66,66.7,26.2,1.91,Cash,Off-Plan,3,167390,312645,1880,False,1.27,51.7
COMP000140,2019-05-01,2019,5,DEV0009,Binghatti,Tier 2,Binghatti Mina Al Arab Gardens,Ras Al Khaimah,Mina Al Arab,Apartment,Luxury,1BR,85,4022.13,64.7,55.0,1.29,Mortgage,Ready,17,66866,659132,1553,False,-0.32,92.2
COMP000141,2019-05-01,2019,5,DEV0017,Object 1,Tier 3,Object 1 Yas Island Park,Abu Dhabi,Yas Island,Apartment,Premium,Studio,158,2457.36,24.8,13.1,1.07,Cash,Off-Plan,18,934997,257697,438,False,0.41,43.6
COMP000142,2019-05-01,2019,5,DEV0006,Sobha Realty,Tier 1,Sobha Realty Al Majaz Heights,Sharjah,Al Majaz,Villa,Premium,3BR,195,2729.85,52.8,25.7,2.19,Mortgage,Off-Plan,13,813024,477557,129,False,-0.56,73.6
COMP000143,2019-05-01,2019,5,DEV0017,Object 1,Tier 3,Object 1 Yas Island Park,Abu Dhabi,Yas Island,Studio,Premium,1BR,108,1720.73,19.1,10.3,4.26,Cash,Off-Plan,33,650621,1611406,241,False,-0.93,56.1
COMP000144,2019-05-01,2019,5,DEV0004,Nakheel,Tier 1,Nakheel Hayat Island Heights,Ras Al Khaimah,Hayat Island,Townhouse,Premium,Studio,59,2433.82,52.2,7.7,2.86,Cash,Ready,33,2237990,42788,30,False,-0.87,43.2
COMP000145,2019-05-01,2019,5,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Jurf Tower,Ajman,Al Jurf,Apartment,Mid-Market,2BR,77,1176.32,63.2,16.2,0.76,Cash,Ready,32,726277,438756,269,False,0.61,51.0
COMP000146,2019-05-01,2019,5,DEV0017,Object 1,Tier 3,Object 1 Masdar City Gardens,Abu Dhabi,Masdar City,Commercial,Affordable,2BR,112,822.86,57.8,12.9,3.79,Cash,Ready,6,1063487,202433,1235,False,-0.68,58.1
COMP000147,2019-05-01,2019,5,DEV0020,Meydan Group,Tier 1,Meydan Group Al Khan Residences,Sharjah,Al Khan,Apartment,Premium,2BR,117,1654.47,98.1,28.7,0.16,Mortgage,Off-Plan,8,216027,553991,23,False,-0.73,57.0
COMP000148,2019-05-01,2019,5,DEV0007,Azizi Developments,Tier 2,Azizi Developments Yas Acres Residences,Abu Dhabi,Yas Acres,Apartment,Premium,1BR,22,2027.43,66.5,2.1,0.36,Cash,Ready,14,308522,884605,416,False,0.15,65.9
COMP000149,2019-05-01,2019,5,DEV0005,Meraas,Tier 1,Meraas Downtown Dubai Gardens,Dubai,Downtown Dubai,Plot,Premium,1BR,508,2842.02,26.8,136.1,4.08,Cash,Off-Plan,29,217465,1013235,712,False,2.47,93.6
COMP000150,2019-05-01,2019,5,DEV0012,Tiger Properties,Tier 2,Tiger Properties Yas Acres Heights,Abu Dhabi,Yas Acres,Commercial,Mid-Market,1BR,26,1359.5,72.1,9.4,0.74,Post-Handover Payment Plan (PHPP),Ready,33,295520,63864,230,False,1.3,84.5
COMP000151,2019-05-01,2019,5,DEV0006,Sobha Realty,Tier 1,Sobha Realty Khalifa City Gardens,Abu Dhabi,Khalifa City,Apartment,Luxury,1BR,146,6779.28,55.4,80.9,5.54,Post-Handover Payment Plan (PHPP),Ready,21,343523,232575,2042,False,1.43,68.7
COMP000152,2019-05-01,2019,5,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Emirates City Residences,Ajman,Emirates City,Villa,Mid-Market,4BR,106,1217.76,49.6,26.3,2.8,Cash,Off-Plan,23,208901,476928,119,False,0.52,56.1
COMP000153,2019-05-01,2019,5,DEV0017,Object 1,Tier 3,Object 1 Downtown Dubai Residences,Dubai,Downtown Dubai,Apartment,Affordable,Studio,274,571.84,26.4,18.1,3.16,Mortgage,Off-Plan,27,411594,36940,798,False,3.57,47.7
COMP000154,2019-05-01,2019,5,DEV0001,Emaar Properties,Tier 1,Emaar Properties Motor City Heights,Dubai,Motor City,Apartment,Mid-Market,1BR,36,1061.0,39.9,2.4,5.34,Construction-Linked,Off-Plan,23,314423,943990,1166,False,0.67,51.9
COMP000155,2019-05-01,2019,5,DEV0020,Meydan Group,Tier 1,Meydan Group Al Majaz Heights,Sharjah,Al Majaz,Apartment,Mid-Market,3BR,33,973.33,35.2,1.9,5.61,Post-Handover Payment Plan (PHPP),Off-Plan,17,233759,424822,158,False,-0.74,74.8
COMP000156,2019-06-01,2019,6,DEV0011,RAK Properties,Tier 2,RAK Properties Discovery Gardens Tower,Dubai,Discovery Gardens,Townhouse,Mid-Market,4BR,22,1027.79,69.1,3.8,4.91,Post-Handover Payment Plan (PHPP),Off-Plan,12,650328,263693,137,False,0.57,56.5
COMP000157,2019-06-01,2019,6,DEV0016,Samana Developers,Tier 3,Samana Developers Dibba Residences,Fujairah,Dibba,Apartment,Affordable,2BR,28,444.83,11.6,3.2,4.63,Construction-Linked,Ready,30,743344,192258,2435,False,2.74,74.2
COMP000158,2019-06-01,2019,6,DEV0001,Emaar Properties,Tier 1,Emaar Properties Khalifa City Heights,Abu Dhabi,Khalifa City,Townhouse,Mid-Market,2BR,106,1167.56,58.3,30.9,2.02,Cash,Off-Plan,24,1071291,369737,1494,False,1.34,55.2
COMP000159,2019-06-01,2019,6,DEV0004,Nakheel,Tier 1,Nakheel Al Marjan Island Heights,Ras Al Khaimah,Al Marjan Island,Apartment,Affordable,2BR,164,571.22,37.1,30.4,0.45,Cash,Off-Plan,27,1255807,385928,7,False,1.36,75.5
COMP000160,2019-06-01,2019,6,DEV0012,Tiger Properties,Tier 2,Tiger Properties Al Majaz Gardens,Sharjah,Al Majaz,Apartment,Mid-Market,Studio,41,1077.42,27.5,1.9,3.24,Cash,Off-Plan,31,774383,15237,61,False,0.44,70.8
COMP000161,2019-06-01,2019,6,DEV0010,Ellington Properties,Tier 2,Ellington Properties Al Ghadeer Park,Abu Dhabi,Al Ghadeer,Villa,Mid-Market,4BR,108,1344.08,63.0,13.6,1.38,Cash,Ready,5,380862,738244,90,False,-0.97,44.4
COMP000162,2019-06-01,2019,6,DEV0008,Danube Properties,Tier 2,Danube Properties MBR City Park,Dubai,MBR City,Townhouse,Mid-Market,1BR,123,1086.82,60.6,37.3,3.18,Deferred Payment,Off-Plan,20,198359,88140,709,False,1.82,81.9
COMP000163,2019-06-01,2019,6,DEV0002,DAMAC Properties,Tier 1,DAMAC Properties Al Reef Tower,Abu Dhabi,Al Reef,Townhouse,Mid-Market,4BR,227,1085.5,24.1,18.2,0.17,Mortgage,Off-Plan,12,511870,249520,319,False,-1.16,73.8
COMP000164,2019-06-01,2019,6,DEV0008,Danube Properties,Tier 2,Danube Properties Al Furjan Park,Dubai,Al Furjan,Penthouse,Luxury,1BR,298,6001.32,92.6,27.6,2.49,Mortgage,Off-Plan,5,686530,22413,782,False,0.85,78.8
COMP000165,2019-06-01,2019,6,DEV0019,Dubai Properties,Tier 1,Dubai Properties Al Khan Gardens,Sharjah,Al Khan,Penthouse,Premium,1BR,92,2916.0,66.4,61.1,6.33,Post-Handover Payment Plan (PHPP),Off-Plan,32,419309,189079,330,False,-1.62,41.1
COMP000166,2019-06-01,2019,6,DEV0003,Aldar Properties,Tier 1,Aldar Properties DAMAC Hills Heights,Dubai,DAMAC Hills,Villa,Luxury,2BR,253,3131.26,83.9,35.4,6.62,Cash,Ready,5,417738,73542,292,False,0.19,88.5
COMP000167,2019-06-01,2019,6,DEV0003,Aldar Properties,Tier 1,Aldar Properties Khalifa City Tower,Abu Dhabi,Khalifa City,Villa,Luxury,3BR,246,3998.57,23.9,11.8,0.39,Cash,Off-Plan,30,118965,1491508,189,False,-0.84,75.0
COMP000168,2019-06-01,2019,6,DEV0016,Samana Developers,Tier 3,Samana Developers Al Reem Island Park,Abu Dhabi,Al Reem Island,Townhouse,Affordable,2BR,81,600.57,79.3,32.1,2.27,Cash,Ready,1,186234,1307421,670,False,-0.14,65.5
COMP000169,2019-06-01,2019,6,DEV0003,Aldar Properties,Tier 1,Aldar Properties Masdar City Heights,Abu Dhabi,Masdar City,Commercial,Premium,2BR,379,2517.94,100.0,379.0,3.07,Post-Handover Payment Plan (PHPP),Off-Plan,24,419179,1076092,672,False,-0.74,86.1
COMP000170,2019-06-01,2019,6,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Dubai Marina Tower,Dubai,Dubai Marina,Apartment,Premium,3BR,475,2322.79,58.9,56.0,4.04,Mortgage,Off-Plan,11,742314,822593,196,False,-0.89,67.4
COMP000171,2019-06-01,2019,6,DEV0005,Meraas,Tier 1,Meraas Mirbah Tower,Fujairah,Mirbah,Commercial,Affordable,3BR,156,781.72,48.8,76.1,5.38,Cash,Ready,27,116065,319756,12,False,-1.4,60.7
COMP000172,2019-06-01,2019,6,DEV0005,Meraas,Tier 1,Meraas Yas Island Residences,Abu Dhabi,Yas Island,Apartment,Mid-Market,3BR,75,1356.2,53.4,6.7,2.0,Cash,Off-Plan,32,1096168,27032,2578,False,0.84,54.9
COMP000173,2019-06-01,2019,6,DEV0016,Samana Developers,Tier 3,Samana Developers Sports City Heights,Dubai,Sports City,Townhouse,Mid-Market,2BR,25,1357.28,92.8,11.6,1.25,Post-Handover Payment Plan (PHPP),Off-Plan,28,208023,71863,576,False,1.43,49.3
COMP000174,2019-06-01,2019,6,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Sports City Tower,Dubai,Sports City,Penthouse,Ultra-Luxury,2BR,112,17722.85,46.4,52.0,4.89,Mortgage,Off-Plan,33,990168,960386,130,False,0.6,58.1
COMP000175,2019-06-01,2019,6,DEV0006,Sobha Realty,Tier 1,Sobha Realty Meydan Residences,Dubai,Meydan,Apartment,Premium,1BR,34,2548.67,52.1,8.9,5.86,Cash,Off-Plan,14,212746,359513,280,False,1.44,60.4
COMP000176,2019-06-01,2019,6,DEV0009,Binghatti,Tier 2,Binghatti Mina Al Arab Gardens,Ras Al Khaimah,Mina Al Arab,Villa,Premium,1BR,286,2596.36,59.8,42.8,0.93,Cash,Off-Plan,11,66628,441261,1443,False,0.97,82.0
COMP000177,2019-06-01,2019,6,DEV0017,Object 1,Tier 3,Object 1 Al Nahda Gardens,Sharjah,Al Nahda,Townhouse,Ultra-Luxury,2BR,87,14507.71,68.1,29.6,2.91,Post-Handover Payment Plan (PHPP),Ready,12,534411,262140,1411,False,1.44,63.7
COMP000178,2019-06-01,2019,6,DEV0020,Meydan Group,Tier 1,Meydan Group Al Shamkha Tower,Abu Dhabi,Al Shamkha,Apartment,Premium,2BR,59,1945.09,73.9,43.6,5.59,Cash,Off-Plan,13,2197804,468420,1265,False,-0.12,71.8
COMP000179,2019-06-01,2019,6,DEV0014,Select Group,Tier 2,Select Group Al Reef Tower,Abu Dhabi,Al Reef,Apartment,Mid-Market,3BR,81,1470.0,12.1,1.2,1.42,Post-Handover Payment Plan (PHPP),Off-Plan,34,98185,435878,133,False,1.88,43.0
COMP000180,2019-06-01,2019,6,DEV0007,Azizi Developments,Tier 2,Azizi Developments Downtown Dubai Residences,Dubai,Downtown Dubai,Studio,Mid-Market,3BR,240,1443.1,50.7,121.7,2.37,Cash,Off-Plan,1,860471,328174,2630,False,-2.86,75.0
COMP000181,2019-06-01,2019,6,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Dubai Creek Harbour Heights,Dubai,Dubai Creek Harbour,Plot,Luxury,2BR,86,6268.27,54.2,23.3,1.76,Post-Handover Payment Plan (PHPP),Off-Plan,15,839748,246418,555,False,1.69,50.0
COMP000182,2019-06-01,2019,6,DEV0007,Azizi Developments,Tier 2,Azizi Developments MBR City Gardens,Dubai,MBR City,Townhouse,Mid-Market,1BR,149,1224.56,84.6,31.5,3.32,Mortgage,Off-Plan,24,403544,471857,174,False,-0.75,55.7
COMP000183,2019-06-01,2019,6,DEV0010,Ellington Properties,Tier 2,Ellington Properties Mirbah Tower,Fujairah,Mirbah,Apartment,Mid-Market,2BR,382,1425.75,62.7,79.8,2.49,Post-Handover Payment Plan (PHPP),Ready,15,2836553,338605,340,False,0.25,83.8
COMP000184,2019-06-01,2019,6,DEV0013,Imtiaz Developments,Tier 2,Imtiaz Developments Al Dhait Tower,Ras Al Khaimah,Al Dhait,Penthouse,Premium,1BR,194,2538.7,41.6,10.1,2.83,Post-Handover Payment Plan (PHPP),Ready,10,467633,210393,659,False,0.43,45.6
COMP000185,2019-06-01,2019,6,DEV0012,Tiger Properties,Tier 2,Tiger Properties Al Yarmook Gardens,Sharjah,Al Yarmook,Townhouse,Affordable,1BR,97,485.19,55.6,10.8,2.57,Cash,Ready,14,72575,377411,62,False,2.18,48.5
COMP000186,2019-06-01,2019,6,DEV0015,Reportage Properties,Tier 3,Reportage Properties Dubai South Heights,Dubai,Dubai South,Plot,Premium,2BR,107,1539.75,55.7,29.8,2.77,Cash,Off-Plan,26,884419,188199,618,False,0.66,47.1
COMP000187,2019-06-01,2019,6,DEV0017,Object 1,Tier 3,Object 1 Downtown Dubai Residences,Dubai,Downtown Dubai,Townhouse,Ultra-Luxury,2BR,21,7521.72,83.3,3.5,2.08,Cash,Ready,33,2194566,557679,66,False,0.78,55.7
COMP000188,2019-06-01,2019,6,DEV0015,Reportage Properties,Tier 3,Reportage Properties JVC Tower,Dubai,JVC,Villa,Mid-Market,3BR,86,862.71,81.9,5.4,5.55,Cash,Ready,11,1492274,1729503,1068,False,-0.42,74.0
COMP000189,2019-07-01,2019,7,DEV0004,Nakheel,Tier 1,Nakheel Masdar City Heights,Abu Dhabi,Masdar City,Apartment,Affordable,1BR,27,315.64,38.0,1.3,5.92,Post-Handover Payment Plan (PHPP),Ready,6,210858,661487,592,False,-0.72,50.0
COMP000190,2019-07-01,2019,7,DEV0008,Danube Properties,Tier 2,Danube Properties Al Qasimia Residences,Sharjah,Al Qasimia,Apartment,Mid-Market,1BR,388,1456.13,82.5,160.1,4.78,Cash,Off-Plan,12,1230318,99539,210,False,1.11,45.9
COMP000191,2019-07-01,2019,7,DEV0008,Danube Properties,Tier 2,Danube Properties Arabian Ranches Tower,Dubai,Arabian Ranches,Apartment,Premium,1BR,820,1863.14,95.2,260.2,1.19,Post-Handover Payment Plan (PHPP),Off-Plan,27,374665,175563,205,False,0.03,68.4
COMP000192,2019-07-01,2019,7,DEV0003,Aldar Properties,Tier 1,Aldar Properties Ajman Corniche Park,Ajman,Ajman Corniche,Townhouse,Premium,4BR,34,1655.56,62.8,21.4,3.31,Cash,Off-Plan,19,757305,214774,217,False,-0.68,72.3
COMP000193,2019-07-01,2019,7,DEV0011,RAK Properties,Tier 2,RAK Properties MBR City Residences,Dubai,MBR City,Villa,Mid-Market,Studio,264,1494.76,82.3,72.4,6.03,Cash,Off-Plan,30,474300,554652,1727,False,1.71,48.3
COMP000194,2019-07-01,2019,7,DEV0001,Emaar Properties,Tier 1,Emaar Properties Al Reef Residences,Abu Dhabi,Al Reef,Commercial,Premium,1BR,333,2184.47,28.6,95.2,1.45,Mortgage,Off-Plan,16,198780,366136,1122,False,-0.62,78.2
COMP000195,2019-07-01,2019,7,DEV0019,Dubai Properties,Tier 1,Dubai Properties JVC Gardens,Dubai,JVC,Apartment,Luxury,2BR,522,5500.44,65.6,171.2,3.47,Cash,Off-Plan,27,349710,599165,752,False,2.74,40.6
COMP000196,2019-07-01,2019,7,DEV0018,Majid Al Futtaim,Tier 1,Majid Al Futtaim Al Nahda Gardens,Sharjah,Al Nahda,Townhouse,Affordable,1BR,21,659.48,28.3,0.6,6.44,Post-Handover Payment Plan (PHPP),Off-Plan,31,1258490,1187549,1014,False,1.71,49.4
COMP000197,2019-07-01,2019,7,DEV0008,Danube Properties,Tier 2,Danube Properties Masdar City Tower,Abu Dhabi,Masdar City,Plot,Premium,2BR,42,2874.19,100.0,10.5,2.03,Mortgage,Ready,7,617193,22011,1653,False,2.59,72.2
COMP000198,2019-07-01,2019,7,DEV0019,Dubai Properties,Tier 1,Dubai Properties JVC Heights,Dubai,JVC,Villa,Mid-Market,2BR,53,1484.11,44.9,2.4,4.12,Mortgage,Ready,17,80711,1145971,3127,False,-0.09,42.8
COMP000199,2019-07-01,2019,7,DEV0008,Danube Properties,Tier 2,Danube Properties Yas Acres Residences,Abu Dhabi,Yas Acres,Apartment,Affordable,2BR,119,618.77,59.7,71.0,1.92,Construction-Linked,Ready,27,142317,266834,106,False,-0.25,90.4
COMP000200,2019-07-01,2019,7,DEV0001,Emaar Properties,Tier 1,Emaar Properties MBR City Heights,Dubai,MBR City,Apartment,Mid-Market,2BR,786,1490.5,91.1,358.0,3.65,Cash,Ready,12,551421,128669,2311,False,1.51,62.9
